Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,Months,SIR_2015,Notes
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000152,Tri-City Medical Center,San Diego,Acute Care Hospital,"Community, 125-250 Beds",1,2.97,43493,0.34,0.02,1.66,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000152,Tri-City Medical Center,San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2015,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000154,Uc San Diego Health Hillcrest - Hillcrest Medical Center,San Diego,Acute Care Hospital,Major Teaching,7,7.91,86053,0.88,0.39,1.75,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090001116,Uc San Diego Health La Jolla - Jacobs Medical Center & Sulpizio Cardiovascular Center,San Diego,Acute Care Hospital,Major Teaching,14,10.09,140998,1.39,0.79,2.27,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023,California Pacific Medical Center - Davies Campus,San Francisco,Acute Care Hospital,"Community, 125-250 Beds",0,0.94,16502,0.00,0.00,3.91,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023,California Pacific Medical Center - Davies Campus,San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.17,9137,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,San Francisco,Acute Care Hospital,"Community, 125-250 Beds",1,1.91,25567,0.52,0.03,2.58,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000022,California Pacific Medical Center - Van Ness Campus,San Francisco,Acute Care Hospital,"Community, >250 Beds",6,6.65,88765,0.90,0.37,1.88,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000003,Chinese Hospital,San Francisco,Acute Care Hospital,"Community, <125 Beds",0,0.18,5929,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000008,Kaiser Foundation Hospital - San Francisco,San Francisco,Acute Care Hospital,Major Teaching,2,3.53,71530,0.57,0.10,1.87,Same,No,12,0.27,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016625,Kentfield Hospital San Francisco,San Francisco,Long-Term Acute Care Hospital,Long-Term Acute Care,1,4.16,12233,0.24,0.01,1.18,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012,Laguna Honda Hospital & Rehabilitation Center,San Francisco,Acute Care Hospital,"Community, <125 Beds",0,0.03,1185,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012,Laguna Honda Hospital & Rehabilitation Center,San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.01,406,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,San Francisco,Acute Care Hospital,Major Teaching,3,6.97,92230,0.43,0.11,1.17,Same,Yes,12,0.67,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029,Saint Francis Memorial Hospital,San Francisco,Acute Care Hospital,"Community, 125-250 Beds",3,1.31,18148,2.29,0.58,6.23,Same,No,12,1.50,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029,Saint Francis Memorial Hospital,San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2695,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030,St. Mary's Medical Center,San Francisco,Acute Care Hospital,"Community, 125-250 Beds",2,1.20,21484,1.67,0.28,5.51,Same,No,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030,St. Mary's Medical Center,San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2291,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000031,Ucsf Medical Center,San Francisco,Acute Care Hospital,Major Teaching,8,16.49,163840,0.49,0.23,0.92,Better,Yes,12,0.50,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015778,Ucsf Medical Center At Mission Bay,San Francisco,Acute Care Hospital,Major Teaching,7,4.96,90287,1.41,0.62,2.79,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000015,Ucsf Medical Center At Mount Zion,San Francisco,Acute Care Hospital,Major Teaching,0,0.58,13027,0.00,0.00,6.32,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000139,Adventist Health Lodi Memorial,San Joaquin,Acute Care Hospital,"Community, 125-250 Beds",0,1.58,32626,0.00,0.00,1.90,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000139,Adventist Health Lodi Memorial,San Joaquin,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,1954,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000117,Dameron Hospital,San Joaquin,Acute Care Hospital,"Community, 125-250 Beds",0,0.77,13404,0.00,0.00,4.77,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000118,Doctors Hospital Of Manteca,San Joaquin,Acute Care Hospital,"Community, <125 Beds",0,0.60,14766,0.00,0.00,6.18,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000973,Kaiser Foundation Hospital Manteca,San Joaquin,Acute Care Hospital,"Community, <125 Beds",0,0.23,9801,0.00,0.00,16.31,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000135,San Joaquin General Hospital,San Joaquin,Acute Care Hospital,Major Teaching,0,3.19,56278,0.00,0.00,0.94,Better,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000143,St. Joseph's Medical Center Of Stockton,San Joaquin,Acute Care Hospital,"Community, >250 Beds",7,8.08,100322,0.87,0.38,1.71,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000141,Sutter Tracy Community Hospital,San Joaquin,Acute Care Hospital,"Community, <125 Beds",0,0.43,12206,0.00,0.00,8.66,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000016,French Hospital Medical Center,San Luis Obispo,Acute Care Hospital,"Community, <125 Beds",1,0.62,20705,1.61,0.04,8.94,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,Acute Care Hospital,"Community, <125 Beds",0,0.28,8581,0.00,0.00,13.07,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6724,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,San Luis Obispo,Acute Care Hospital,"Community, 125-250 Beds",0,1.39,26062,0.00,0.00,2.15,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000037,Tenet Health Central Coast Twin Cities Community Hospital,San Luis Obispo,Acute Care Hospital,"Community, <125 Beds",0,0.84,18705,0.00,0.00,4.39,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000026,Ahmc Seton Medical Center,San Mateo,Acute Care Hospital,"Community, 125-250 Beds",2,1.16,24944,1.73,0.29,5.72,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000010,Kaiser Foundation Hospital - Redwood City,San Mateo,Acute Care Hospital,Major Teaching,0,1.45,32262,0.00,0.00,2.07,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000009,Kaiser Foundation Hospital - South San Francisco,San Mateo,Acute Care Hospital,"Community, <125 Beds",1,1.19,28228,0.84,0.04,4.15,Same,No,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000017,Mills-Peninsula Medical Center,San Mateo,Acute Care Hospital,"Community, 125-250 Beds",1,2.29,51869,0.44,0.02,2.16,Same,Yes,12,2.20,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000007,San Mateo Medical Center,San Mateo,Acute Care Hospital,Major Teaching,0,0.68,13210,0.00,0.00,5.45,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000025,Sequoia Hospital,San Mateo,Acute Care Hospital,"Community, 125-250 Beds",0,0.63,21892,0.00,0.00,5.81,Same,Yes,12,0.00,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000017,Goleta Valley Cottage Hospital,Santa Barbara,Acute Care Hospital,"Community, <125 Beds",0,0.15,4171,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000018,Lompoc Valley Medical Center,Santa Barbara,Acute Care Hospital,Major Teaching,0,0.29,10127,0.00,0.00,12.55,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000021,Marian Regional Medical Center,Santa Barbara,Acute Care Hospital,"Community, 125-250 Beds",2,2.32,58049,0.86,0.14,2.85,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000280,Santa Barbara Cottage Hospital,Santa Barbara,Acute Care Hospital,Major Teaching,1,6.09,96987,0.16,0.01,0.81,Better,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000280,Santa Barbara Cottage Hospital,Santa Barbara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.18,9292,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000030,Santa Ynez Valley Cottage Hospital,Santa Barbara,Critical Access Hospital,Critical Access,0,0.01,381,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001351,El Camino Health,Santa Clara,Acute Care Hospital,"Community, >250 Beds",3,3.56,100165,0.84,0.22,2.30,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000136,El Camino Health Los Gatos,Santa Clara,Acute Care Hospital,"Community, 125-250 Beds",0,0.78,17236,0.00,0.00,4.76,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000136,El Camino Health Los Gatos,Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5663,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000153,Good Samaritan Hospital,Santa Clara,Acute Care Hospital,"Community, >250 Beds",5,5.10,75430,0.98,0.36,2.17,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000150,Kaiser Foundation Hospital-San Jose,Santa Clara,Acute Care Hospital,"Community, 125-250 Beds",7,2.15,52173,3.26,1.43,6.45,Worse,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001355,Kaiser Foundation Hospital-Santa Clara,Santa Clara,Acute Care Hospital,"Community, >250 Beds",2,4.93,104913,0.41,0.07,1.34,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001349,Lucile Salter Packard Children's Hospital Stanford,Santa Clara,Acute Care Hospital,Pediatric,7,3.80,110047,1.84,0.81,3.64,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000154,Mission Oaks Hospital,Santa Clara,Acute Care Hospital,"Community, <125 Beds",0,0.76,32448,0.00,0.00,4.85,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000154,Mission Oaks Hospital,Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4670,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000146,O'connor Hospital,Santa Clara,Acute Care Hospital,Major Teaching,1,5.42,59994,0.19,0.01,0.91,Better,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000133,Regional Medical Center Of San Jose,Santa Clara,Acute Care Hospital,"Community, >250 Beds",2,3.62,61337,0.55,0.09,1.83,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000149,Santa Clara Valley Medical Center,Santa Clara,Acute Care Hospital,Major Teaching,6,10.37,113089,0.58,0.23,1.20,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000149,Santa Clara Valley Medical Center,Santa Clara,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.30,15959,3.30,0.08,18.36,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000635,St. Louise Regional Hospital,Santa Clara,Acute Care Hospital,"Community, <125 Beds",1,0.90,18188,1.11,0.03,6.17,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070001357,Stanford Health Care,Santa Clara,Acute Care Hospital,Major Teaching,17,16.65,213285,1.02,0.61,1.60,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000139,Dominican Hospital,Santa Cruz,Acute Care Hospital,"Community, 125-250 Beds",0,2.01,45936,0.00,0.00,1.49,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000139,Dominican Hospital,Santa Cruz,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6193,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000959,Sutter Maternity & Surgery Center Of Santa Cruz,Santa Cruz,Acute Care Hospital,"Community, <125 Beds",0,0.09,4946,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000155,Watsonville Community Hospital,Santa Cruz,Acute Care Hospital,"Community, <125 Beds",1,0.50,13613,1.99,0.05,11.11,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000009,Mayers Memorial Hospital,Shasta,Critical Access Hospital,Critical Access,0,0.06,2954,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000010,Mercy Medical Center Redding,Shasta,Acute Care Hospital,"Community, >250 Beds",4,5.29,72365,0.76,0.24,1.83,Same,No,12,0.57,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000444,Patients' Hospital Of Redding,Shasta,Acute Care Hospital,"Community, <125 Beds",,,,,,,,,0,,"Incomplete Reporter, interpret with caution"
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000016,Shasta Regional Medical Center,Shasta,Acute Care Hospital,"Community, 125-250 Beds",2,1.25,23145,1.60,0.27,5.28,Same,No,12,1.09,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000422,Vibra Hospital Of Northern California,Shasta,Long-Term Acute Care Hospital,Long-Term Acute Care,0,1.82,16754,0.00,0.00,1.65,Same,Yes,12,1.64,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000019,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,0,0.10,4955,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000012,Mercy Medical Center Mt. Shasta,Siskiyou,Critical Access Hospital,Critical Access,0,0.08,4007,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011,Kaiser Foundation Hospital & Rehab Center - Vallejo,Solano,Acute Care Hospital,Major Teaching,3,2.18,44132,1.38,0.35,3.75,Same,No,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011,Kaiser Foundation Hospital & Rehab Center - Vallejo,Solano,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.29,15251,0.00,0.00,12.72,Same,Yes,12,0.00,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012364,Kaiser Foundation Hospital - Vacaville,Solano,Acute Care Hospital,Major Teaching,0,1.54,38728,0.00,0.00,1.95,Same,Yes,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000010,Northbay Medical Center,Solano,Acute Care Hospital,"Community, 125-250 Beds",2,1.83,49966,1.09,0.18,3.60,Same,No,12,1.42,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000378,Northbay Vacavalley Hospital,Solano,Acute Care Hospital,"Community, <125 Beds",0,0.22,9623,0.00,0.00,16.75,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000068,Sutter Solano Medical Center,Solano,Acute Care Hospital,"Community, <125 Beds",2,0.72,19618,2.76,0.34,9.98,Same,No,12,1.45,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000009,Healdsburg Hospital,Sonoma,Critical Access Hospital,Critical Access,0,0.09,4330,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000508,Kaiser Foundation Hospital - Santa Rosa,Sonoma,Acute Care Hospital,Major Teaching,1,1.96,48399,0.51,0.03,2.51,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000040,Petaluma Valley Hospital,Sonoma,Acute Care Hospital,"Community, <125 Beds",1,0.41,11719,2.46,0.06,13.70,Same,No,12,0.00,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268,Providence Santa Rosa Memorial Hospital,Sonoma,Acute Care Hospital,"Community, >250 Beds",5,3.99,75033,1.25,0.46,2.78,Same,No,12,0.77,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268,Providence Santa Rosa Memorial Hospital,Sonoma,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3120,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000038,Sonoma Specialty Hospital,Sonoma,Acute Care Hospital,"Community, <125 Beds",2,0.27,10228,7.43,0.90,26.84,Same,No,11,,"¥ See Data Dictionary, Incomplete Reporter, interpret with caution"
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000056,Sonoma Valley Hospital,Sonoma,Acute Care Hospital,"Community, <125 Beds",1,0.06,3219,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000007,Sutter Santa Rosa Regional Hospital,Sonoma,Acute Care Hospital,"Community, <125 Beds",1,1.86,37353,0.54,0.03,2.65,Same,No,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000129,Central Valley Specialty Hospital,Stanislaus,Long-Term Acute Care Hospital,Long-Term Acute Care,8,4.23,28072,1.89,0.88,3.60,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000122,Doctors Medical Center,Stanislaus,Acute Care Hospital,Major Teaching,11,11.35,118276,0.97,0.51,1.68,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000125,Emanuel Medical Center,Stanislaus,Acute Care Hospital,"Community, 125-250 Beds",7,1.38,36526,5.09,2.23,10.06,Worse,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016419,Encompass Health Rehabilitation Hospital Of Modesto,Stanislaus,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.23,12318,0.00,0.00,15.75,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011683,Kaiser Foundation Hospital Modesto,Stanislaus,Acute Care Hospital,"Community, 125-250 Beds",4,2.14,50788,1.87,0.59,4.50,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000123,Memorial Medical Center,Stanislaus,Acute Care Hospital,Major Teaching,5,8.74,104418,0.57,0.21,1.27,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000131,Oak Valley Hospital District,Stanislaus,Acute Care Hospital,"Community, <125 Beds",0,0.06,2901,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001661,Stanislaus Surgical Hospital,Stanislaus,Acute Care Hospital,"Community, <125 Beds",0,0.01,630,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011844,Sutter Surgical Hospital - North Valley,Sutter,Acute Care Hospital,"Community, <125 Beds",0,0.01,1000,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000020,St. Elizabeth Community Hospital,Tehama,Acute Care Hospital,Major Teaching,2,0.38,13221,5.30,0.64,19.14,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000022,Trinity Hospital,Trinity,Critical Access Hospital,Critical Access,0,0.06,2961,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001467,Adventist Health Tulare,Tulare,Acute Care Hospital,"Community, <125 Beds",1,0.53,9446,1.90,0.05,10.57,Same,No,12,0.00,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444,"Kaweah Delta Medical Center, Rehabilitation Unit",Tulare,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6396,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444,Kaweah Health Medical Center,Tulare,Acute Care Hospital,Major Teaching,8,9.29,120859,0.86,0.40,1.64,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001874,Porterville Developmental Center,Tulare,Acute Care Hospital,"Community, <125 Beds",0,0.00,13,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001464,Sierra View Medical Center,Tulare,Acute Care Hospital,"Community, 125-250 Beds",4,1.12,22598,3.56,1.13,8.59,Worse,No,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000365,Adventist Health Sonora,Tuolumne,Acute Care Hospital,"Community, <125 Beds",0,0.39,16742,0.00,0.00,9.37,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000455,Adventist Health Simi Valley,Ventura,Acute Care Hospital,"Community, 125-250 Beds",4,1.25,35249,3.20,1.02,7.71,Worse,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000014,Community Memorial Hospital - San Buenaventura,Ventura,Acute Care Hospital,Major Teaching,2,4.29,56203,0.47,0.08,1.54,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000020,Los Robles Hospital & Medical Center,Ventura,Acute Care Hospital,"Community, >250 Beds",0,2.98,71971,0.00,0.00,1.01,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000553,Los Robles Hospital & Medical Center - East Campus,Ventura,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.24,12757,0.00,0.00,15.21,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000023,Ojai Valley Community Hospital,Ventura,Critical Access Hospital,Critical Access,0,0.01,549,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000035,St Johns Regional Medical Center,Ventura,Acute Care Hospital,"Community, 125-250 Beds",4,2.15,49136,1.86,0.59,4.48,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000035,St Johns Regional Medical Center,Ventura,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6297,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000026,St. John's Hospital Camarillo,Ventura,Acute Care Hospital,"Community, <125 Beds",1,0.85,17017,1.18,0.03,6.57,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050001468,"Thousand Oaks Surgical Hosp., A Campus Of Los Robles Hosp. & Medical Ctr.",Ventura,Acute Care Hospital,"Community, <125 Beds",0,0.01,1072,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000039,Ventura County Medical Center,Ventura,Acute Care Hospital,Major Teaching,3,1.08,22494,2.78,0.71,7.55,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630010957,Ventura County Medical Center - Santa Paula Hospital,Ventura,Acute Care Hospital,Major Teaching,0,0.18,4941,,,,,,12,,
