Facility ID,Address,Facility Name,Nurse communication - star rating,Doctor communication - star rating,Staff responsiveness - star rating,Communication about medicines - star rating,Discharge information - star rating,Care transition - star rating,Cleanliness - star rating,Quietness - star rating,Overall hospital rating - star rating,Recommend hospital - star rating,Summary star rating,Central Line Associated Bloodstream Infection (ICU + select Wards) Lower CI,Central Line Associated Bloodstream Infection (ICU + select Wards) Upper CI,Central Line Associated Bloodstream Infection (ICU + select Wards) SIR,Central Line Associated Bloodstream Infection (ICU + select Wards) Compared to National,Catheter Associated Urinary Tract Infections (ICU + select Wards) Lower CI,Catheter Associated Urinary Tract Infections (ICU + select Wards) Upper CI,Catheter Associated Urinary Tract Infections (ICU + select Wards) SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards) Compared to National,SSI - Colon Surgery Lower CI,SSI - Colon Surgery Upper CI,SSI - Colon Surgery SIR,SSI - Colon Surgery Compared to National,SSI - Abdominal Hysterectomy Lower CI,SSI - Abdominal Hysterectomy Upper CI,SSI - Abdominal Hysterectomy SIR,SSI - Abdominal Hysterectomy Compared to National,MRSA Bacteremia Lower CI,MRSA Bacteremia Upper CI,MRSA Bacteremia SIR,MRSA Bacteremia Compared to National,Clostridium Difficile (C.Diff) Lower CI,Clostridium Difficile (C.Diff) Upper CI,Clostridium Difficile (C.Diff) SIR,Clostridium Difficile (C.Diff) Compared to National,Mean SIR,Mean Compared to National,Infection Rating
450827,"5420 KELL WEST BOULEVARD, WICHITA FALLS, TX 76310",KELL WEST REGIONAL HOSPITAL,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
450828,"2500 E MAIN STREET, ALICE, TX 78332",CHRISTUS SPOHN HOSPITAL ALICE,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.090,1.779,0.539,2.0,0.539,2.0,3
450834,"3131 UNIVERSITY DRIVE EAST, BRYAN, TX 77802","PHYSICIANS CENTRE,THE",5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
450840,"1105 CENTRAL EXPRESSWAY NORTH, ALLEN, TX 75013",TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,--,1.445,0.000,2.0,,,,,,,,,0.161,1.226,0.508,2.0,0.254,2.0,3
450844,"18220 STATE HIGHWAY 249, HOUSTON, TX 77070",HOUSTON METHODIST WILLOWBROOK HOSPITAL,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0.598,1.975,1.136,2.0,0.262,1.346,0.647,2.0,0.186,1.412,0.586,2.0,0.274,5.398,1.634,2.0,0.501,2.569,1.235,2.0,0.119,0.358,0.215,3.0,0.9088333333333334,2.1666666666666665,3
450847,"23900 KATY FREEWAY, KATY, TX 77494",MEMORIAL HERMANN KATY HOSPITAL,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,0.103,2.039,0.617,2.0,0.304,2.308,0.957,2.0,0.061,1.197,0.362,2.0,0.357,3.817,1.403,2.0,0.118,2.321,0.702,2.0,0.085,0.517,0.233,3.0,0.7123333333333334,2.1666666666666665,3
450848,"17500 W GRAND PARKWAY SOUTH, SUGAR LAND, TX 77479",MEMORIAL HERMANN SUGAR LAND HOSPITAL,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,0.079,1.553,0.470,2.0,--,0.731,0.000,3.0,0.253,1.918,0.795,2.0,,,,,--,1.012,0.000,2.0,0.041,0.434,0.159,3.0,0.28480000000000005,2.4,4
450851,"621 NORTH HALL STREET, DALLAS, TX 75226",BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,--,1.206,0.000,2.0,0.0,2.0,3
450853,"5601 WARREN PARKWAY, FRISCO, TX 75034",BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,0.422,4.513,1.658,2.0,--,2.152,0.000,2.0,,,,,--,1.018,0.000,2.0,0.5526666666666666,2.0,3
450855,"5501 SOUTH EXPRESSWAY 77, HARLINGEN, TX 78550",HARLINGEN MEDICAL CENTER,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0.018,1.806,0.366,2.0,0.079,1.553,0.470,2.0,,,,,,,,,--,2.432,0.000,2.0,0.150,0.908,0.410,3.0,0.3115,2.25,4
450856,"18600 NORTH HARDY OAK BLVD, SAN ANTONIO, TX 78258",SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
450862,"17200 ST LUKE'S WAY, THE WOODLANDS, TX 77384",ST LUKE'S THE WOODLANDS HOSPITAL,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,0.202,1.532,0.635,2.0,0.222,1.344,0.606,2.0,0.016,1.534,0.311,2.0,0.029,2.884,0.585,2.0,0.950,4.875,2.344,2.0,0.215,0.754,0.423,3.0,0.8173333333333334,2.1666666666666665,3
450864,"1814 ROSELAND BOULEVARD, TYLER, TX 75701",BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,0.050,4.898,0.993,2.0,,,,,,,,,,,,,,,,,0.993,2.0,3
450865,"7900 FM 1826, AUSTIN, TX 78737",ASCENSION SETON  SOUTHWEST,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
450867,"11113 RESEARCH BOULEVARD, AUSTIN, TX 78759",ASCENSION SETON NORTHWEST,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,--,1.704,0.000,2.0,0.185,3.637,1.101,2.0,0.032,3.176,0.644,2.0,,,,,,,,,0.034,0.672,0.204,3.0,0.48725,2.25,4
450869,"5501 SOUTH MCCOLL, EDINBURG, TX 78539",DOCTORS HOSPITAL AT RENAISSANCE,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,0.555,1.489,0.937,2.0,0.303,1.064,0.597,2.0,0.168,1.278,0.530,2.0,--,0.966,0.000,3.0,0.095,1.017,0.374,2.0,0.147,0.486,0.279,3.0,0.45283333333333337,2.3333333333333335,4
45086F,"1901 VETERANS MEMORIAL DRIVE, TEMPLE, TX 76504",TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,--,1.987,0.000,2.0,0.234,2.504,0.920,2.0,,,,,,,,,,,,,,,,,0.46,2.0,3
450872,"801 W INTERSTATE 20, ARLINGTON, TX 76017",U S M D HOSPITAL AT ARLINGTON L P,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,0.029,2.839,0.576,2.0,,,,,,,,,0.576,2.0,3
450874,"400 WEST LYNDON B JOHNSON SUITE 101B, IRVING, TX 75063",BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
450875,"6819 PLUM CREEK, AMARILLO, TX 79124",QUAIL CREEK SURGICAL HOSPITAL,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
450876,"4810 NORTH LOOP 289, LUBBOCK, TX 79416",LUBBOCK HEART HOSPITAL LP,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.166,3.278,0.992,2.0,0.992,2.0,3
450880,"1800 PARK PLACE AVENUE, FORT WORTH, TX 76110",BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
450885,"12505 LEBANON ROAD, FRISCO, TX 75035",BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.119,1.275,0.468,2.0,0.468,2.0,3
450888,"1545 E SOUTHLAKE BLVD, SOUTHLAKE, TX 76092",TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
450889,"7115 GREENVILLE AVENUE SUITE 100, DALLAS, TX 75231",TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
450890,"4700 ALLIANCE BOULEVARD, PLANO, TX 75093",BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,0.015,1.467,0.297,2.0,0.102,2.003,0.606,2.0,0.152,1.632,0.600,2.0,,,,,0.021,2.040,0.414,2.0,0.080,0.411,0.197,3.0,0.42279999999999995,2.2,3
450891,"6020 W PARKER ROAD, PLANO, TX 75093",TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,0.029,2.838,0.575,2.0,,,,,,,,,0.575,2.0,3
450893,"2801 SOUTH MAYHILL ROAD, DENTON, TX 76208",THE HEART HOSPITAL BAYLOR DENTON,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45090F,"7400 MERTON MINTER BLVD., SAN ANTONIO, TX 78229",SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,0.235,1.784,0.740,2.0,0.180,1.365,0.566,2.0,,,,,,,,,,,,,,,,,0.653,2.0,3
451371,"130 HAYS STREET, LULING, TX 78648",ASCENSION SETON EDGAR B DAVIS,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
451380,"117 WINNSBORO STREET, QUITMAN, TX 75783",UT HEALTH EAST TEXAS QUITMAN HOSPITAL,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,--,2.007,0.000,2.0,,,,,,,,,,,,,--,1.682,0.000,2.0,0.0,2.0,3
451387,"1025 GARNER FIELD ROAD, UVALDE, TX 78801",UVALDE MEMORIAL HOSPITAL,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.012,1.196,0.243,2.0,0.243,2.0,3
451395,"101 CIRCLE DRIVE, HILLSBORO, TX 76645",HILL REGIONAL HOSPITAL,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,1.850,0.000,2.0,0.0,2.0,3
460001,"1034 NORTH 500 WEST, PROVO, UT 84604",UTAH VALLEY HOSPITAL,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0.377,1.705,0.862,2.0,0.062,1.217,0.368,2.0,0.070,1.373,0.415,2.0,,,,,0.328,1.982,0.894,2.0,0.163,0.470,0.287,3.0,0.5652,2.2,3
460003,"1050 EAST SOUTH TEMPLE, SALT LAKE CITY, UT 84102",SALT LAKE REGIONAL MEDICAL CENTER,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.536,4.069,1.687,2.0,0.149,2.934,0.888,2.0,,,,,,,,,,,,,1.343,4.438,2.553,1.0,1.7093333333333334,1.6666666666666667,2
460004,"4401 HARRISON BOULEVARD, OGDEN, UT 84403",MCKAY DEE HOSPITAL,4.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,0.315,2.391,0.991,2.0,0.187,2.001,0.735,2.0,0.153,1.641,0.603,2.0,,,,,0.225,2.411,0.886,2.0,0.133,0.499,0.272,3.0,0.6974,2.2,3
460005,"5475 SOUTH 500 EAST, OGDEN, UT 84405",OGDEN REGIONAL MEDICAL CENTER,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,--,1.245,0.000,2.0,0.015,1.503,0.305,2.0,0.026,2.590,0.525,2.0,,,,,--,2.743,0.000,2.0,0.071,0.760,0.279,3.0,0.2218,2.2,3
460006,"8TH AVENUE AND C STREET, SALT LAKE CITY, UT 84143",LDS HOSPITAL,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,0.810,4.158,1.999,2.0,0.676,3.471,1.669,2.0,0.011,1.070,0.217,2.0,--,2.499,0.000,2.0,--,1.539,0.000,2.0,0.924,2.031,1.396,2.0,0.8801666666666668,2.0,3
460007,"1303 NORTH MAIN STREET, CEDAR CITY, UT 84721",CEDAR CITY HOSPITAL,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,--,1.095,0.000,2.0,0.0,2.0,3
460009,"50 NORTH MEDICAL DRIVE, SALT LAKE CITY, UT 84132",UNIVERSITY OF UTAH HOSPITALS AND CLINICS,4.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,0.522,1.058,0.755,2.0,0.570,1.109,0.806,2.0,0.724,1.677,1.126,2.0,0.870,3.274,1.784,2.0,0.294,0.971,0.559,3.0,0.605,0.867,0.727,3.0,0.9595000000000001,2.3333333333333335,4
460010,"5121 SOUTH COTTONWOOD STREET, MURRAY, UT 84107",INTERMOUNTAIN MEDICAL CENTER,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,0.431,1.066,0.695,2.0,0.455,1.016,0.693,2.0,0.271,1.391,0.669,2.0,0.029,2.877,0.583,2.0,0.355,1.453,0.765,2.0,0.282,0.579,0.411,3.0,0.636,2.1666666666666665,3
460011,"300 NORTH HOSPITAL DRIVE, PRICE, UT 84501",CASTLEVIEW HOSPITAL,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,--,2.177,0.000,2.0,0.0,2.0,3
460013,"1000 EAST 100 NORTH, PAYSON, UT 84651",MOUNTAIN VIEW HOSPITAL,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,0.697,0.000,3.0,0.0,3.0,5
460014,"2055 NORTH MAIN STREET, TOOELE, UT 84074",MOUNTAIN WEST MEDICAL CENTER,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
460015,"500 EAST 1400 NORTH, LOGAN, UT 84341",LOGAN REGIONAL HOSPITAL,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,0.028,2.779,0.563,2.0,0.033,3.223,0.654,2.0,,,,,,,,,0.201,1.033,0.496,2.0,0.5710000000000001,2.0,3
460017,"950 SOUTH MEDICAL DRIVE, BRIGHAM CITY, UT 84302",BRIGHAM CITY COMMUNITY HOSPITAL,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
460019,"250 WEST 300 NORTH, ROOSEVELT, UT 84066",UINTAH BASIN MEDICAL CENTER,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,--,1.496,0.000,2.0,0.0,2.0,3
460021,"1380 EAST MEDICAL CENTER DRIVE, ST GEORGE, UT 84790",ST. GEORGE REGIONAL HOSPITAL,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0.118,1.267,0.465,2.0,0.150,1.136,0.471,2.0,0.423,2.171,1.044,2.0,0.304,5.996,1.815,2.0,0.013,1.282,0.260,2.0,0.110,0.413,0.225,3.0,0.7133333333333333,2.1666666666666665,3
460023,"170 NORTH 1100 EAST, AMERICAN FORK, UT 84003",AMERICAN FORK HOSPITAL,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,,,,,0.045,4.423,0.897,2.0,--,2.547,0.000,2.0,,,,,,,,,0.206,1.563,0.648,2.0,0.515,2.0,3
460026,"1000 NORTH MAIN STREET, RICHFIELD, UT 84701",SEVIER VALLEY HOSPITAL,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
46002F,"500 FOOTHILL BLVD., SALT LAKE CITY, UT 84148",VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.443,7.406,3.561,1.0,0.029,2.884,0.585,2.0,,,,,,,,,,,,,,,,,2.073,1.5,2
460030,"150 WEST 100 NORTH, VERNAL, UT 84078",ASHLEY REGIONAL MEDICAL CENTER,2.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,0.027,2.633,0.534,2.0,0.534,2.0,3
460041,"1600 WEST ANTELOPE DRIVE, LAYTON, UT 84041",DAVIS HOSPITAL AND MEDICAL CENTER,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,0.265,5.219,1.580,2.0,--,1.768,0.000,2.0,--,2.350,0.000,2.0,0.149,2.934,0.888,2.0,,,,,0.253,1.534,0.692,2.0,0.632,2.0,3
460042,"630 EAST MEDICAL DRIVE, BOUNTIFUL, UT 84010",LAKEVIEW HOSPITAL,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.011,1.096,0.222,2.0,0.222,2.0,3
460044,"9660 SOUTH 1300 EAST, SANDY, UT 84094",ALTA VIEW HOSPITAL,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.340,2.054,0.927,2.0,0.927,2.0,3
460047,"1200 EAST 3900 SOUTH, SALT LAKE CITY, UT 84124",ST MARK'S HOSPITAL,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.380,2.297,1.036,2.0,0.076,1.499,0.454,2.0,0.053,1.040,0.315,2.0,0.129,2.534,0.767,2.0,--,1.159,0.000,2.0,0.425,1.178,0.731,2.0,0.5505,2.0,3
460049,"5848 SOUTH 300 EAST, MURRAY, UT 84107",THE ORTHOPEDIC SPECIALTY HOSPITAL,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
460051,"3580 WEST 9000 SOUTH, WEST JORDAN, UT 84088",JORDAN VALLEY MEDICAL CENTER,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.016,1.580,0.320,2.0,0.016,1.622,0.329,2.0,--,2.263,0.000,2.0,,,,,0.035,3.442,0.698,2.0,0.446,1.283,0.783,2.0,0.426,2.0,3
460052,"750 WEST 800 NORTH, OREM, UT 84057",TIMPANOGOS REGIONAL HOSPITAL,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,0.033,3.284,0.666,2.0,,,,,,,,,,,,,,,,,--,0.667,0.000,3.0,0.333,2.5,4
460057,"900 ROUND VALLEY DRIVE, PARK CITY, UT 84060",PARK CITY HOSPITAL,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,--,2.313,0.000,2.0,0.0,2.0,3
460058,"3741 WEST 12600 SOUTH, RIVERTON, UT 84065",RIVERTON HOSPITAL,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,,,,,,,,,0.587,6.276,2.306,2.0,0.302,5.948,1.800,2.0,,,,,--,0.664,0.000,3.0,1.3686666666666667,2.3333333333333335,4
460060,"11925 SOUTH STATE STREET, DRAPER, UT 84020",LONE PEAK HOSPITAL,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,--,1.102,0.000,2.0,0.0,2.0,3
460061,"201 WEST LAYTON PARKWAY, LAYTON, UT 84041",LAYTON HOSPITAL,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.213,4.198,1.271,2.0,1.271,2.0,3
460062,"765 EAST MARKET PLACE DRIVE, SPANISH FORK, UT 84660",SPANISH FORK HOSPITAL,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,0.044,4.296,0.871,2.0,0.871,2.0,3
461304,"48 WEST 1500 NORTH, NEPHI, UT 84648",CENTRAL VALLEY MEDICAL CENTER - CAH,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
461307,"454 EAST MEDICAL WAY, HEBER CITY, UT 84032",HEBER VALLEY HOSPITAL,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
470001,"BOX 547, BARRE, VT 5641",CENTRAL VERMONT MEDICAL CENTER,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,,,,,0.165,3.255,0.985,2.0,,,,,,,,,,,,,0.187,1.134,0.512,2.0,0.7484999999999999,2.0,3
470003,"111 COLCHESTER AVE, BURLINGTON, VT 5401",UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,0.539,1.333,0.870,2.0,0.833,1.669,1.197,2.0,0.949,2.472,1.576,2.0,0.487,5.207,1.913,2.0,0.123,0.742,0.335,3.0,0.526,0.863,0.679,3.0,1.095,2.3333333333333335,4
470005,"160 ALLEN ST, RUTLAND, VT 5701",RUTLAND REGIONAL MEDICAL CENTER,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,--,1.440,0.000,2.0,0.016,1.599,0.324,2.0,0.398,4.257,1.564,2.0,,,,,0.025,2.428,0.492,2.0,0.262,0.987,0.538,3.0,0.5836,2.2,3
470011,"17 BELMONT AVE, BRATTLEBORO, VT 5301",BRATTLEBORO MEMORIAL HOSPITAL,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,--,2.152,0.000,2.0,0.0,2.0,3
470012,"100 HOSPITAL DRIVE, BENNINGTON, VT 5201",SOUTHWESTERN VERMONT MEDICAL CENTER,5.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,4.0,,,,,0.603,6.449,2.370,2.0,,,,,,,,,,,,,0.776,2.434,1.431,2.0,1.9005,2.0,3
47001F,"163 VETERANS DRIVE, WHITE RIVER JUNCTION, VT 5009",WHITE RIVER JCT VA MEDICAL CENTER,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,--,2.911,0.000,2.0,--,2.663,0.000,2.0,,,,,,,,,,,,,,,,,0.0,2.0,3
470024,"133 FAIRFIELD STREET, SAINT ALBANS, VT 5478",NORTHWESTERN MEDICAL CENTER INC,3.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,,,,,--,2.008,0.000,2.0,,,,,,,,,,,,,0.010,0.975,0.198,3.0,0.099,2.5,4
471301,"44 SOUTH MAIN STREET, RANDOLPH, VT 5060",GIFFORD MEDICAL CENTER,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.273,5.390,1.631,2.0,1.631,2.0,3
471302,"289 COUNTY ROAD, WINDSOR, VT 5089",MT ASCUTNEY HOSPITAL,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.236,4.657,1.409,2.0,1.409,2.0,3
471303,"1315 HOSPITAL DRIVE, SAINT JOHNSBURY, VT 5819",NORTHEASTERN VERMONT REGIONAL HOSPITAL,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,1.424,7.306,3.513,1.0,3.513,1.0,1
471304,"189 PROUTY DRIVE, NEWPORT, VT 5855",NORTH COUNTRY HOSPITAL AND HEALTH CENTER,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,0.044,4.341,0.880,2.0,0.88,2.0,3
471305,"528 WASHINGTON HIGHWAY, MORRISVILLE, VT 5661",COPLEY HOSPITAL,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.158,3.114,0.943,2.0,0.943,2.0,3
471307,"115 PORTER DRIVE, MIDDLEBURY, VT 5753","PORTER HOSPITAL, INC",3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.284,3.035,1.115,2.0,1.115,2.0,3
480001,"9048 SUGAR ESTATE, ST THOMAS, VI 801","ROY LESTER SCHNEIDER HOSPITAL,THE",3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,,,,,0.467,3.543,1.469,2.0,,,,,,,,,,,,,0.112,1.195,0.439,2.0,0.9540000000000001,2.0,3
480002,"#4007 EST DIAMOND RUBY, CHRISTIANSTED, ST CROIX, VI 820",GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
490002,"58 CARROLL STREET, LEBANON, VA 24266",RUSSELL COUNTY HOSPITAL,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,--,1.321,0.000,2.0,0.0,2.0,3
